"word","freq"
"the whole thing",70
"there have been",70
"to say i",70
"we love you",70
"you do not",70
"you for your",70
"a bit more",69
"a great deal",69
"and at the",69
"and i thought",69
"and it will",69
"and the other",69
"and we have",69
"for me and",69
"getting ready to",69
"has been the",69
"he has been",69
"i don't care",69
"i live in",69
"it in a",69
"it might be",69
"it was great",69
"look like a",69
"many of them",69
"of a new",69
"on the phone",69
"reminds me of",69
"return to the",69
"the key to",69
"the most part",69
"the time and",69
"the way it",69
"they need to",69
"to build a",69
"to get on",69
"to go out",69
"to know what",69
"to the public",69
"we are going",69
"were going to",69
"you guys are",69
"a hard time",68
"at that time",68
"can see the",68
"close to the",68
"feel like a",68
"for a great",68
"hall of fame",68
"he said i",68
"i have never",68
"i know the",68
"i love to",68
"i was on",68
"i was there",68
"i woke up",68
"if it is",68
"in the final",68
"in the us",68
"is no longer",68
"last year and",68
"looks like a",68
"love to see",68
"love you too",68
"men and women",68
"of the book",68
"see you in",68
"take a look",68
"take advantage of",68
"the hunger games",68
"the things i",68
"the way the",68
"there is an",68
"there is nothing",68
"this is one",68
"time for a",68
"time of year",68
"to each other",68
"we all know",68
"we don't have",68
"what happened to",68
"when you get",68
"as i can",67
"day in the",67
"even if it",67
"for a little",67
"give it a",67
"go to bed",67
"goal is to",67
"have a few",67
"here in the",67
"i'd love to",67
"i knew i",67
"i was at",67
"in recent years",67
"in san diego",67
"in the playoffs",67
"makes me feel",67
"me want to",67
"of their own",67
"said he would",67
"spread the word",67
"such a great",67
"that it would",67
"that we can",67
"the hands of",67
"there has been",67
"thought i was",67
"to be one",67
"to get your",67
"to make this",67
"to new york",67
"what i do",67
"when i saw",67
"will always be",67
"you should be",67
"5 p m",66
"a copy of",66
"a man who",66
"and i hope",66
"and i would",66
"and out of",66
"as opposed to",66
"back and forth",66
"because they are",66
"even if you",66
"follow me back",66
"for him to",66
"going back to",66
"i can tell",66
"i was like",66
"involved in the",66
"is a bit",66
"is like a",66
"keep up the",66
"lot of time",66
"more than the",66
"need to make",66
"of the great",66
"on the back",66
"over to the",66
"so i could",66
"some of them",66
"start of the",66
"that i don't",66
"the first day",66
"the future of",66
"there were no",66
"to give the",66
"to live in",66
"to one of",66
"to return to",66
"to the world",66
"vice president of",66
"with a little",66
"you are going",66
"you would like",66
"4 p m",65
"at this time",65
"because it was",65
"been in the",65
"been trying to",65
"but i'm not",65
"great to see",65
"had to do",65
"hit me up",65
"i have an",65
"i love how",65
"i think this",65
"in the fall",65
"is full of",65
"it is so",65
"it may be",65
"listen to the",65
"of one of",65
"on the right",65
"people who have",65
"should not be",65
"thanks to all",65
"that they have",65
"the best thing",65
"the first round",65
"think it was",65
"to think of",65
"told me that",65
"up in a",65
"we are all",65
"you think of",65
"a long way",64
"all sorts of",64
"and a lot",64
"and we will",64
"be used to",64
"come back to",64
"did not have",64
"i don't even",64
"i got the",64
"i look forward",64
"in a large",64
"in the dark",64
"is that i",64
"it seems to",64
"it was like",64
"last time i",64
"meant to be",64
"my best friend",64
"part of my",64
"some of those",64
"the fourth quarter",64
"the past year",64
"they are the",64
"to change the",64
"to do what",64
"two years ago",64
"was the best",64
"when i got",64
"when she was",64
"with a few",64
"you get to",64
"are the best",63
"came up with",63
"check out our",63
"couple of weeks",63
"day to all",63
"did you get",63
"excited to see",63
"had to go",63
"i got my",63
"in a small",63
"in the book",63
"instead of the",63
"is a big",63
"is why i",63
"it is also",63
"last day of",63
"left in the",63
"make it a",63
"on the side",63
"over the weekend",63
"some kind of",63
"soon as i",63
"talk to me",63
"thanks to the",63
"that i could",63
"there would be",63
"thought it would",63
"to be at",63
"to become a",63
"to go and",63
"to know that",63
"to say the",63
"washington d c",63
"you don't want",63
"a u s",62
"a way that",62
"a whole lot",62
"able to do",62
"an effort to",62
"and they were",62
"at the bottom",62
"be in a",62
"can do it",62
"control of the",62
"for the weekend",62
"going to see",62
"grew up in",62
"have a wonderful",62
"here is the",62
"i still have",62
"in need of",62
"in the league",62
"it feels like",62
"it is an",62
"must have been",62
"on the radio",62
"said in an",62
"so i have",62
"talking about the",62
"that he would",62
"that in the",62
"the difference between",62
"the presence of",62
"the way of",62
"them to the",62
"this year and",62
"to a new",62
"to believe that",62
"to put the",62
"to those who",62
"we went to",62
"went on to",62
"what you are",62
"why am i",62
"will be there",62
"you get the",62
"you know i",62
"a very good",61
"all kinds of",61
"and you will",61
"appears to be",61
"around the corner",61
"black and white",61
"but i will",61
"can be found",61
"do with the",61
"excited to be",61
"for the best",61
"he had to",61
"i'm trying to",61
"i am sure",61
"i know it's",61
"i really want",61
"i was not",61
"in the room",61
"it does not",61
"it was all",61
"make sure to",61
"might have been",61
"more than just",61
"none of the",61
"now that i",61
"of the united",61
"on the street",61
"only a few",61
"out for the",61
"she was a",61
"thanks for sharing",61
"the day i",61
"the possibility of",61
"the regular season",61
"the way they",61
"this kind of",61
"to come up",61
"to do and",61
"to get up",61
"to go with",61
"to share with",61
"what i can",61
"when i am",61
"you can also",61
"you don't know",61
"you know it",61
"a great way",60
"a total of",60
"all is well",60
"and all of",60
"and i were",60
"and then the",60
"and try to",60
"as i was",60
"but i do",60
"friends and family",60
"go to a",60
"got to be",60
"had a lot",60
"have a new",60
"have the same",60
"i felt like",60
"i have had",60
"i think of",60
"i told him",60
"i want a",60
"i was able",60
"in the background",60
"is based on",60
"it and i",60
"know that i",60
"last night i",60
"made it to",60
"might not be",60
"most of my",60
"not a good",60
"not at all",60
"of his own",60
"of the last",60
"of them are",60
"on the list",60
"said of the",60
"so hard to",60
"that's what i",60
"that he has",60
"the first one",60
"the way he",60
"to buy a",60
"to do in",60
"to have been",60
"to the other",60
"want to hear",60
"we have the",60
"well as a",60
"what's going on",60
"what did you",60
"what we do",60
"who have been",60
"who will be",60
"with some of",60
"you can be",60
"you need a",60
"a great job",59
"a spokesman for",59
"and get a",59
"and when i",59
"awkward moment when",59
"between the two",59
"but i can't",59
"but they are",59
"executive director of",59
"expected to be",59
"fact that i",59
"go to sleep",59
"how to do",59
"i haven't been",59
"i will never",59
"in some cases",59
"in time for",59
"it must be",59
"love to hear",59
"of the story",59
"off to the",59
"see you at",59
"see you soon",59
"st louis county",59
"stay tuned for",59
"that had been",59
"the obama administration",59
"the world to",59
"they have been",59
"thing to do",59
"this time of",59
"to leave the",59
"to use it",59
